"id","businessKey","version","processingReason","sourceFile","originalLineNumber","applicationNo","readerId","readerName","isbn","bookTitle","applicantLibrary","lendingLibrary","applicationDate","status","expectedReturnDate","actualReturnDate"
"f68ced3c-a423-4c01-87f9-fdf87270ab02","b724947aedc9275595442b530e37075e",1,"normal","api_import_borrow_application_2026-05-25.json",50,"BORROW-010049","READER-1736","Lori Roob DDS","978-1-84343-710-9","tergeo comptus adfectus ago vicinus","复旦大学图书馆","南京图书馆",1772380065348,"approved",1774972065348,1774633021737
"9be6d339-076f-4861-bfd3-2c8bc52ed871","7fd13111f27a2ed34f193d01499c5ac3",1,"normal","api_import_borrow_application_2026-05-25.json",49,"BORROW-010048","READER-4089","Willis Will","978-1-68185-720-6","absorbeo ex distinctio aliqua doloremque","清华大学图书馆","南京图书馆",1774860433091,"pending",1777452433091,
"dd687a00-297d-45e0-a999-2278b138dc34","41cffb293c773f5e72e3f7c27f98db9d",1,"normal","api_import_borrow_application_2026-05-25.json",48,"BORROW-010047","READER-3405","Jeannie Kub","978-1-4342-6467-1","calcar virgo depulso incidunt aeneus","北京大学图书馆","国家图书馆",1775109904113,"lent",1777701904113,1778161548762
"ea7b4106-b10c-4a17-af9f-285a21a30649","2439409970cc03394e8a54252e59b744",1,"normal","api_import_borrow_application_2026-05-25.json",47,"BORROW-010046","READER-6372","Mrs. Georgia Johns Sr.","978-1-02-421642-4","theologus calamitas cunctatio odio abstergo","北京大学图书馆","国家图书馆",1778354004383,"rejected",1780946004383,1780915143822
"e2cab320-34f1-4772-92d5-828c94d5dde7","c927e1a1e7682d8ec02f812c8da5af72",1,"normal","api_import_borrow_application_2026-05-25.json",46,"BORROW-010045","READER-3213","Camille Deckow-Aufderhar","978-1-85489-318-5","adhaero curiositas vivo toties suus","北京大学图书馆","上海图书馆",1778271449217,"rejected",1780863449217,
"70a8d942-b8f9-437e-9340-23ed603c1574","f2ee11d3ac873afd55f4d5dffd3d76bc",1,"normal","api_import_borrow_application_2026-05-25.json",45,"BORROW-010044","READER-2380","Miss Natalie Hodkiewicz","978-0-238-57269-2","culpo utrimque amitto contego a","清华大学图书馆","上海图书馆",1772843977647,"approved",1775435977647,1775142431922
"8ed6a124-1e74-4d1e-a2bc-c0c46182e93a","b94742d46f5a6a4bff9547ea9dac4d26",1,"normal","api_import_borrow_application_2026-05-25.json",44,"BORROW-010043","READER-2043","Carolyn Johnson","978-0-933831-70-4","aegre beneficium denuncio aer utilis","清华大学图书馆","南京图书馆",1773553606682,"pending",1776145606682,
"15ca0520-8c72-4b9f-a45e-7d58f249bc59","6ebc3960c9370713b4643d9f93cc6d50",1,"normal","api_import_borrow_application_2026-05-25.json",43,"BORROW-010042","READER-5436","Chester Collins","978-1-0910-6692-2","tamisium at suppellex nesciunt cum","复旦大学图书馆","上海图书馆",1776902176065,"pending",1779494176065,
"fe7dd0e3-2579-4577-b118-aa64124e71b2","21276fe3d9e95a01115d2e9687ddb2f6",1,"normal","api_import_borrow_application_2026-05-25.json",42,"BORROW-010041","READER-5994","Raymond Carter PhD","978-0-383-32832-8","tabgo cavus volup adversus pel","复旦大学图书馆","上海图书馆",1777981558683,"approved",1780573558683,1780893472720
"87d21c34-661e-4968-9234-582c8e39d898","20bd987d46fda01aadfd37ab36a37c34",1,"normal","api_import_borrow_application_2026-05-25.json",41,"BORROW-010040","READER-5997","Archie Robel","978-0-17-565058-3","desino reprehenderit sed umerus cena","北京大学图书馆","南京图书馆",1776470663100,"pending",1779062663100,1779739436503
